id	chapter	topic	kind	front	answer	explanation	common_trap	difficulty	tags
ch08-028	8	Inflation target change	scenario	In the course policy model, what is the long-run implication of a credible permanently higher inflation target, holding real-side potential unchanged?	Long-run output remains Y*, but equilibrium inflation can be higher; monetary policy is easier relative to the old target during the transition.	A nominal inflation objective does not permanently raise the economy’s productive capacity. Any temporary output effect disappears once the output gap closes.	Do not claim a permanently higher target permanently raises real GDP above potential.	3	inflation-target,long-run-neutrality
ch08-029	8	Fiscal timing error	scenario	Why can a delayed discretionary tax cut announced in a recession become destabilising?	If it takes effect after output has already recovered to or above potential, it shifts AD right when expansion is no longer needed, creating an expansionary gap/inflation pressure.	This is a classic policy-lag MCQ: evaluate the state of the economy when the policy takes effect, not just when it was announced.	Do not label a policy stabilising solely from its intended original purpose.	2	fiscal-policy,lags,AD-AS
ch08-030	8	Global financial crisis	recall	How is a financial crisis represented in the basic AD framework when it depresses confidence, credit and private spending?	As a leftward AD shift through lower autonomous consumption/investment and/or tighter effective financial conditions.	Falling wealth, uncertainty and impaired credit reduce planned private demand. Monetary and fiscal easing can counter part of the resulting contractionary gap.	The banking shock originates in finance but its macro demand effect is still represented as weaker spending/AD.	2	financial-crisis,AD
ch08-031	8	AD equation	relationship	If the sensitivity of spending to the real interest rate becomes larger, what happens to the absolute slope coefficient in an equation written Y = a - bπ, assuming the PRF response is unchanged?	b becomes larger: output responds more strongly to inflation-induced real-rate changes.	Stronger interest sensitivity amplifies the chain π→r→C/I→Y. In a graph with inflation vertical and output horizontal, be careful translating the algebraic coefficient into visual “steepness.”	Do not rely on the word “steeper” without checking which variable is on which axis; use the equation’s comparative statics.	3	AD,comparative-statics
ch08-032	8	PRF response strength	relationship	If the central bank reacts more strongly to inflation (larger γ in r=r̄+γπ), how does output respond to a given inflation change along AD?	More strongly in the negative direction.	A larger γ produces a larger real-rate increase for the same rise in inflation, hence a larger reduction in interest-sensitive spending and equilibrium output.	Again distinguish the coefficient in Y(π) from the visual slope if axes are reversed.	3	AD,PRF,comparative-statics
ch09-001	9	Balance of payments	recall	What is the balance of payments (BOP)?	A set of accounts recording economic transactions between residents of a country and the rest of the world over a period.	The BOP is a flow accounting system. Transactions are grouped mainly into the current account and the capital/financial account, with double-entry bookkeeping ensuring offsetting entries overall.	Do not confuse the BOP with the stock of foreign assets and liabilities at one point in time.	1	BOP,definition
ch09-002	9	Current account	recall	What belongs in the current account?	Trade in goods and services, net primary income from abroad, and net secondary income/current transfers.	A compact expression is CA = exports - imports + net primary income + net secondary income. The trade balance is only one component of the current account.	Buying a foreign share is a financial-account transaction, not an import of a good or service.	1	BOP,current-account
ch09-003	9	Trade balance	formula	How is the trade balance (net exports) defined?	NX = X - M.	Exports are domestic production sold abroad; imports are foreign production purchased domestically. A trade surplus has X>M and a trade deficit has X<M.	The current account can differ from NX because it also includes cross-border income and transfers.	1	BOP,trade-balance,formula
ch09-004	9	Primary income	recall	Give examples of primary-income flows in the current account.	Wages earned across borders and investment income such as interest, dividends or profits received from foreign assets or paid to foreign owners.	Primary income is compensation for supplying labour or capital. It helps explain why GDP (location of production) and national income/GNI (income of residents) can differ.	A purchase of the underlying share or bond is financial account; the dividend/interest it later pays is primary income in the current account.	2	BOP,primary-income
ch09-005	9	Secondary income	recall	What are secondary-income/current-transfer flows in the current account?	One-way current transfers where no good, service or factor income is received in return, such as some remittances or international aid transfers.	These redistribute income internationally without being payment for current production or factor services.	Do not classify a payment for imported consulting as a transfer; it is an import of a service.	2	BOP,secondary-income
ch09-006	9	Financial account	recall	What does the financial account record?	Cross-border transactions in financial assets and liabilities, such as purchases/sales of shares, bonds, deposits, loans and direct investment.	A current-account deficit is financed by a net financial inflow: foreigners acquire more claims on the domestic economy and/or residents reduce foreign claims.	The exact credit/debit sign conventions can be easy to reverse; focus first on whether capital is flowing into or out of the country.	2	BOP,financial-account
ch09-007	9	BOP identity	formula	Ignoring statistical discrepancy, what accounting identity links the current account to the capital/financial account?	Their balances sum to zero under the course’s sign convention: CA + KFA = 0.	Every international transaction creates offsetting entries. If a country buys more current goods/services/income than it receives, it must finance that gap by net asset sales/borrowing from abroad.	A current-account deficit does not make the entire BOP “out of balance”; the financial side provides the counterpart.	1	BOP,identity,high-yield
ch09-008	9	BOP transaction	scenario	An Australian buys a US-produced laptop and pays using an Australian bank claim that ultimately becomes a US resident’s Australian financial asset. What are the broad BOP entries?	An Australian current-account debit/import and an offsetting financial inflow/financial-account entry.	The real resource flows into Australia while a financial claim flows the other way. Double-entry accounting records both sides of the same transaction.	Do not record only the import and conclude the BOP fails to balance.	2	BOP,transaction,classification
ch09-009	9	BOP transaction	scenario	An Australian resident buys newly issued shares in a foreign company. Is this a current-account import?	No. It is acquisition of a foreign financial asset, recorded in the financial account.	No currently produced good or service crosses the border merely because ownership of a financial claim changes. Any later dividends would be primary income.	Financial assets are not counted as goods/services imports in GDP or the current account.	1	BOP,financial-account,classification
ch09-010	9	Open-economy saving identity	formula	What identity links national saving, investment and the current account?	CA = S - I, equivalently S = I + CA.	If national saving exceeds domestic investment, the excess is lent/invested abroad and the country runs a current-account surplus. If investment exceeds saving, foreign saving finances the gap and CA is negative.	In a closed economy S=I; in an open economy domestic investment need not equal national saving.	1	open-economy,saving-investment,formula
ch09-011	9	Current-account deficit	recall	What does a current-account deficit imply about national saving and domestic investment?	S < I; the economy uses net foreign saving/capital inflow to finance part of domestic spending/investment.	The deficit has an offsetting financial inflow. Whether this is concerning depends on why it arises and whether the foreign-financed spending generates future capacity to service liabilities.	A current-account deficit is not mechanically “bad”; an investment boom can create one for productive reasons.	2	current-account,saving-investment
ch09-012	9	Current-account surplus	recall	What does a current-account surplus imply about S and I?	S > I; the country is a net lender/acquirer of financial claims on the rest of the world.	Domestic saving not used for domestic investment finances investment or borrowing abroad.	A surplus is not automatically evidence of stronger welfare; it can also reflect unusually weak domestic investment.	2	current-account,saving-investment
ch09-013	9	Small open economy	recall	What is the key interest-rate assumption for a small open economy with high capital mobility?	It takes the world real interest rate r* as given, so the domestic real rate is pinned close to r*.	Because the country is too small to move global financial prices, saving and investment can differ domestically, with net capital flows bridging the gap.	Do not force domestic S and I to intersect by changing r as in the closed-economy Chapter 3 model.	2	small-open-economy,world-interest-rate
ch09-014	9	Fiscal deficit in small open economy	scenario	In the stylised small open economy, what does a government budget deficit that lowers national saving tend to do if r remains fixed at r*?	It worsens the current account/increases net foreign borrowing rather than necessarily crowding out domestic investment through a higher real rate.	With r pinned by world markets, investment demand need not fall. The saving shortfall is financed by a larger capital inflow, so CA=S-I becomes more negative.	This contrasts with the closed-economy crowding-out mechanism where lower S pushes r up and I down.	3	small-open-economy,fiscal-policy,current-account
ch09-015	9	Investment boom in small open economy	scenario	What happens if domestic investment demand rises in a small open economy while national saving and r* are unchanged?	Domestic investment rises and the current account moves toward deficit; net capital inflow finances the extra investment.	The world rate prevents the domestic interest rate from needing to rise enough to force saving equal to investment.	Do not interpret every current-account deficit as consumption beyond means; it can reflect high productive investment.	2	small-open-economy,investment,current-account
ch09-016	9	Nominal exchange rate convention	recall	What nominal exchange-rate convention is used for Australia in the course examples?	e is commonly units of foreign currency per Australian dollar, e.g. USD/AUD.	If e=0.65 USD/AUD, A$1 buys US$0.65. Under this quotation, a rise in e means the Australian dollar buys more foreign currency.	Some textbooks quote the reciprocal. Always inspect the units before deciding whether a numerical rise means appreciation or depreciation.	1	exchange-rate,notation,high-yield
ch09-017	9	Appreciation	recall	Under the convention e = foreign currency per A$, what is an appreciation of the Australian dollar?	An increase in e: one Australian dollar buys more foreign currency.	An appreciation makes foreign-currency goods/assets cheaper in AUD terms, all else equal, while making Australian goods more expensive to foreigners.	If a question uses AUD per USD instead, the numerical direction reverses. Units rule everything.	1	exchange-rate,appreciation
ch09-018	9	Depreciation	recall	Under e = foreign currency per A$, what is a depreciation of the Australian dollar?	A decrease in e: one Australian dollar buys less foreign currency.	Foreign goods become more expensive in AUD terms, while Australian goods become cheaper to foreigners, other things equal.	Do not use “e rises = depreciation” unless the exchange rate is explicitly quoted as domestic currency per unit foreign currency.	1	exchange-rate,depreciation
ch09-019	9	Currency conversion	calculation	If e=0.65 USD/AUD, how many USD does A$200 buy?	US$130.	Multiply AUD by USD per AUD: 200×0.65=130. Dimensional analysis cancels AUD and leaves USD.	Do not divide when the quoted units already tell you USD obtained per one AUD.	1	exchange-rate,calculation
ch09-020	9	Currency conversion	calculation	If e=0.65 USD/AUD, how many AUD are needed for US$130?	A$200.	Divide USD by USD/AUD: 130/0.65=200 AUD. This is the reciprocal conversion of the previous card.	Use units to decide multiply versus divide rather than memorising a rule.	1	exchange-rate,calculation
ch09-021	9	Cross rate	calculation	If 1 AUD=0.65 USD and 1 EUR=1.10 USD, approximately how many EUR does 1 AUD buy?	0.65/1.10 ≈ 0.591 EUR.	Convert the AUD’s 0.65 USD purchasing power into euros using 1 EUR per 1.10 USD. Cross rates are just consistent unit conversions.	Make sure both quoted rates share a common currency in compatible directions before dividing.	2	exchange-rate,cross-rate,calculation
ch09-022	9	Real exchange rate	formula	With e quoted as foreign currency per domestic currency, what real exchange-rate formula is used?	q = e P_domestic / P_foreign.	q compares the foreign-currency price of the domestic consumption basket with the foreign basket. A rise in q is a real appreciation under this convention.	If the nominal quote is inverted, the real-rate formula must be inverted too; do not mix conventions.	2	real-exchange-rate,formula
ch09-023	9	Real appreciation	recall	What does a real appreciation mean for relative competitiveness, all else equal?	Domestic goods become relatively more expensive than foreign goods, tending to reduce net exports.	With q=eP/P*, q rises if the nominal currency appreciates or domestic prices rise relative to foreign prices. Foreigners find domestic goods dearer while residents find foreign goods relatively cheaper.	A nominal depreciation can coexist with a real appreciation if domestic inflation is sufficiently higher than foreign inflation.	2	real-exchange-rate,net-exports
ch09-024	9	Law of one price	recall	What is the law of one price (LOOP)?	Identical tradable goods should sell for the same price in different locations once prices are expressed in a common currency, absent transport costs and trade barriers.	Arbitrage tends to eliminate large risk-free price gaps: buyers purchase where cheap and sellers redirect goods toward where expensive.	LOOP is a benchmark, not an exact empirical law when goods differ or arbitrage is costly.	1	LOOP,PPP
ch09-025	9	LOOP exchange rate	calculation	A Big Mac costs A$8 in Australia and US$5.20 in the US. What USD/AUD rate would equalise the common-currency price under LOOP?	5.20/8 = 0.65 USD/AUD.	At e=0.65, the Australian burger costs 8×0.65=US$5.20. This is the Worksheet 8 style of calculation.	For foreign currency per AUD, divide the foreign price by the Australian price.	1	LOOP,exchange-rate,calculation
ch09-026	9	Purchasing power parity	recall	What is purchasing power parity (PPP)?	The aggregate-price-level extension of the law of one price: exchange rates should adjust so comparable baskets have similar common-currency purchasing power.	In the long run, countries with persistently higher inflation tend to experience nominal currency depreciation, other things equal. Relative PPP focuses on changes rather than exact equality of price levels.	PPP is a long-run benchmark and performs poorly as an exact short-run exchange-rate model.	2	PPP,exchange-rate
ch09-027	9	PPP limitations	recall	Why can PPP fail substantially in practice?	Non-tradable goods, transport costs, tariffs, product differences, local distribution costs, market segmentation and slow price adjustment limit arbitrage.	A haircut or rent cannot be cheaply shipped across borders, and even tradable retail prices embed local wages/rents/taxes. These wedges allow persistent common-currency price differences.	A PPP deviation is not necessarily a free arbitrage opportunity.	2	PPP,limitations
ch09-028	9	Relative PPP	relationship	If Australian inflation persistently exceeds foreign inflation, what nominal exchange-rate movement does relative PPP predict for the AUD under foreign-currency-per-AUD notation?	Depreciation: e tends to fall.	Higher Australian prices would otherwise make Australian goods increasingly expensive in common currency. A lower e offsets some of the inflation differential.	Because e is foreign currency per AUD, depreciation is a fall, not a rise.	2	PPP,inflation,exchange-rate
ch09-029	9	AUD demand	recall	Who demands Australian dollars in the foreign-exchange market?	Foreigners who need AUD to buy Australian goods/services/assets, and anyone shifting portfolios toward AUD-denominated claims.	Australian exports and foreign investment into Australia are major sources of AUD demand in the simplified market diagram.	Australian residents importing foreign goods generally supply AUD and demand foreign currency, not demand AUD.	1	FX-market,demand
ch09-030	9	AUD supply	recall	Who supplies Australian dollars in the foreign-exchange market?	Australian residents/institutions exchanging AUD for foreign currency to buy foreign goods, services or assets.	Imports and acquisitions of foreign assets generate AUD supply in the simplified FX market.	Foreigners buying Australian exports generate demand for AUD, the opposite side.	1	FX-market,supply
ch09-031	9	FX shift	scenario	What happens to the AUD if foreign demand for Australian exports rises, other things equal?	Demand for AUD shifts right and the AUD appreciates.	Foreign buyers need more AUD to pay Australian producers. At the old exchange rate there is excess demand for AUD, bidding up its foreign-currency price.	Do not shift AUD supply because the physical goods are flowing out; the currency-market transaction is foreigners demanding AUD.	1	FX-market,shift,exports
ch09-032	9	FX shift	scenario	What happens to the AUD if Australians increase imports, other things equal?	Supply of AUD in the FX market shifts right and the AUD depreciates.	Residents exchange more AUD for foreign currency to pay overseas sellers. At the old e there is excess AUD supply.	Imports are demand for foreign currency and therefore supply of AUD in the bilateral simplification.	1	FX-market,shift,imports
ch09-033	9	Interest rates and FX	scenario	What is the usual short-run effect of a rise in Australian interest rates relative to foreign rates, all else equal?	Greater demand for AUD assets/net capital inflow tends to appreciate the AUD.	Higher relative expected returns make Australian financial assets more attractive, raising AUD demand and/or reducing Australian demand for foreign assets.	This relationship depends on expectations and risk; it is a standard ceteris-paribus exam mechanism, not a guaranteed daily-market prediction.	2	FX-market,interest-rate,capital-flow
ch09-034	9	Flexible exchange rate	recall	What determines a flexible/floating exchange rate in the simplified model?	The market-clearing intersection of currency demand and supply, with the rate moving in response to shifts.	The central bank does not promise to convert domestic currency at a fixed official price. Market adjustments equilibrate desired purchases/sales.	A floating central bank can still influence the exchange rate indirectly through interest rates or occasional intervention.	1	exchange-rate-regime,floating
ch09-035	9	Fixed exchange rate	recall	What is a fixed exchange-rate regime?	The central bank/government commits to maintain the currency at or near an announced rate by intervening and using policy/reserves as needed.	At the peg, private FX demand and supply need not balance, so the central bank becomes the residual buyer or seller of domestic currency.	Announcing a peg does not make market pressure disappear; it changes who must absorb the imbalance.	2	exchange-rate-regime,fixed
ch09-036	9	Overvalued peg	scenario	If a fixed AUD rate is above its market-clearing value under the foreign-currency-per-AUD convention, what imbalance exists and how must the central bank defend it?	The AUD is overvalued with excess supply; the central bank must buy AUD and sell foreign reserves.	Private agents want to sell more AUD than foreigners want at the artificially high price. The central bank absorbs the excess AUD, paying out foreign currency from reserves.	To support an overvalued domestic currency, the central bank spends foreign reserves; it does not sell more domestic currency.	2	fixed-exchange-rate,reserves,high-yield
ch09-037	9	Undervalued peg	scenario	If a fixed AUD rate is below market-clearing value, what must the central bank do?	There is excess demand for AUD; the central bank supplies/sells AUD and acquires foreign reserves.	The peg makes AUD artificially cheap. The central bank satisfies excess private demand by issuing/selling domestic currency in exchange for foreign assets.	This intervention tends to accumulate, not deplete, foreign reserves.	2	fixed-exchange-rate,reserves
ch09-038	9	Speculative attack	recall	What is a speculative attack on a fixed exchange rate?	Large-scale selling of a currency when market participants expect the central bank cannot or will not maintain the peg.	If the currency is overvalued, speculators may exchange domestic currency for the central bank’s scarce foreign reserves before an expected devaluation. This can accelerate reserve loss.	The attack is tied to expectations about peg sustainability, not merely ordinary day-to-day currency trading.	2	fixed-exchange-rate,speculative-attack
ch09-039	9	Defending a peg	scenario	What policy choices can a central bank facing an overvalued peg/speculative attack make?	Use foreign reserves, raise interest rates/tighten policy to support currency demand, impose controls in some regimes, or eventually devalue/abandon the peg.	Higher rates can attract/retain capital but may impose a domestic recession cost. Reserves are finite, making an inconsistent peg vulnerable.	There is no unlimited ability to sell foreign reserves; sustainability depends on reserve stocks and policy credibility.	3	fixed-exchange-rate,speculative-attack,policy
ch09-040	9	Monetary transmission via FX	sequence	How can tighter Australian monetary policy reduce aggregate demand through the exchange-rate channel?	Australian rates ↑ → AUD assets become relatively attractive → AUD appreciates → exports become less competitive/imports cheaper → net exports ↓ → AD ↓.	This channel reinforces the domestic interest-rate effects on C and I in an open economy.	An appreciation normally reduces NX under the course convention; do not confuse it with the benefit consumers get from cheaper imports.	2	monetary-policy,exchange-rate,net-exports
ch10-001	10	Economic growth	recall	What measure is most closely tied to long-run improvement in average material living standards?	Growth in real GDP per capita.	Real GDP removes price changes; dividing by population distinguishes a larger economy from higher average output/income per person. Broader welfare measures can still differ from GDP per capita.	Total real GDP can rise while real GDP per capita falls if population grows faster.	1	growth,GDP-per-capita
ch10-002	10	Growth rate	formula	How is a one-period growth rate calculated?	g = (Y_t - Y_{t-1})/Y_{t-1}, usually ×100% for a percentage.	Growth compares the change with the initial/base-period level. Repeated growth compounds rather than adding the same absolute amount each year.	The denominator is the earlier value, not the later value.	1	growth,formula
ch10-003	10	Compound growth	formula	If output grows at a constant rate g for n periods, what is its future level?	Y_n = Y_0(1+g)^n.	Each period’s growth applies to the enlarged previous-period base. This compounding makes small persistent growth-rate differences produce huge long-run level differences.	For 3%, use 1.03, not 1+3.	1	growth,compound-growth,formula
ch10-004	10	Rule of 70	recall	What is the rule of 70 (or roughly 69/72) for growth?	Doubling time in years ≈ 70 divided by the annual percentage growth rate.	At 2% annual growth, a variable doubles in about 35 years; at 3.5%, about 20 years. The rule approximates compound growth using logarithms.	Put the percentage number in the denominator: use 2, not 0.02.	1	growth,rule-of-70
ch10-005	10	Rule of 70	calculation	At 2.5% annual real GDP per capita growth, about how long does living-standard output take to double?	About 28 years.	70/2.5=28. The exact compound-growth answer is close. Such calculations highlight the power of persistent differences in growth rates.	Do not divide 70 by 0.025.	1	growth,calculation
ch10-006	10	Growth-rate differences	recall	Why do seemingly small differences in long-run growth rates matter so much?	Because they compound over many years, creating very large differences in future income levels.	An economy growing 3% rather than 2% does not merely gain one extra percentage point once; the increasingly larger base itself continues to grow.	Do not compare long-run outcomes by multiplying the annual percentage-point gap by years without compounding.	2	growth,compound-growth
ch10-007	10	Convergence	recall	What is economic convergence/catch-up growth?	The tendency for poorer economies to grow faster than richer economies when they have access to similar technology and sufficiently supportive institutions/conditions.	With low capital per worker, marginal returns to additional capital can be high, and poorer countries can adopt existing technologies rather than inventing everything at the frontier.	Poverty alone does not guarantee convergence; weak institutions, human capital, conflict or technology access can prevent catch-up.	2	growth,convergence
ch10-008	10	Production function	recall	What does an aggregate production function describe?	How an economy’s productive inputs and productivity/technology combine to produce real output.	A generic form is Y=F(K,L,A), where K is capital, L labour and A captures productivity/technology. It is a supply-side relationship distinct from the short-run expenditure determination of output.	Do not treat more aggregate demand as an input that permanently raises potential output in a production function.	1	production-function,growth
ch10-009	10	Cobb-Douglas	formula	State the Cobb-Douglas aggregate production function used in the course.	Y = A K^α L^(1-α), with 0<α<1.	A measures total factor productivity; α is capital’s exponent/output elasticity and 1-α labour’s. This functional form has positive but diminishing marginal products and constant returns to scale.	The exponents sum to one in this course version.	1	Cobb-Douglas,formula
ch10-010	10	Constant returns to scale	recall	What does constant returns to scale mean for Y=A K^α L^(1-α)?	If K and L are both multiplied by the same factor x, output is multiplied by x.	Because the exponents sum to one: (xK)^α(xL)^(1-α)=xK^αL^(1-α). Doubling both inputs doubles output with A unchanged.	Constant returns to scale is about changing all reproducible inputs together, not the marginal effect of changing K alone.	2	Cobb-Douglas,returns-to-scale
ch10-011	10	Diminishing marginal product	recall	What does diminishing marginal product of capital mean?	Holding labour and productivity fixed, each additional unit of capital raises output by less than the previous one.	When workers already have abundant machines/infrastructure, adding another unit is less transformative than when capital is scarce. Cobb-Douglas with 0<α<1 has this property.	Diminishing marginal product does not mean total output falls when capital rises; MPK remains positive.	1	marginal-product,capital
ch10-012	10	Diminishing marginal product	scenario	After a disaster destroys much of a country’s capital stock while labour and technology are initially unchanged, what happens to the marginal product of remaining/new capital?	It rises.	Capital has become scarcer relative to labour. Under diminishing MPK, moving left to a lower K raises the extra output generated by an additional unit of capital, supporting rapid reconstruction/catch-up if institutions and financing permit.	The level of output falls after the destruction even though the marginal return to rebuilding capital rises.	2	marginal-product,capital,scenario
ch10-013	10	Marginal product of labour	recall	What is the marginal product of labour (MPL) in the aggregate production function?	The extra output produced by an additional unit of labour, holding capital and productivity fixed.	As in Chapter 2’s labour-demand model, firms value labour according to the additional production it generates. More capital or better technology can raise labour productivity/MPL.	Average labour productivity Y/L and MPL are related but not generally identical.	2	marginal-product,labour
ch10-014	10	Output per worker	formula	Under Cobb-Douglas and constant returns, what is output per worker?	y = Y/L = A(K/L)^α = A k^α.	Define k=K/L. Living-standard productivity depends on capital per worker and total factor productivity, not merely the economy’s total capital stock.	Increasing K and L at the same rate raises total Y but leaves K/L unchanged; without A growth it need not raise output per worker.	1	per-worker,Cobb-Douglas,formula
ch10-015	10	Capital deepening	recall	What is capital deepening?	An increase in capital per worker, K/L.	More or better equipment/infrastructure per worker raises labour productivity, but diminishing returns mean capital deepening alone cannot sustain a constant positive growth rate of output per worker forever without productivity growth.	A larger total K caused only by a proportionally larger workforce is not capital deepening.	2	capital-deepening,growth
ch10-016	10	Capital accumulation limits	recall	Why can’t simply accumulating physical capital generate permanently high per-capita growth on its own in the standard model?	Because diminishing marginal returns make each further increase in capital per worker contribute less to output per worker.	Capital accumulation can generate transitional/catch-up growth, especially from a low starting point, but sustained frontier growth ultimately requires ongoing productivity/technology improvement.	This does not mean investment is unimportant; it means investment alone faces diminishing returns.	2	capital,diminishing-returns,growth
ch10-017	10	Types of capital	recall	What broad forms of capital can support economic growth beyond private physical machinery?	Physical/private capital, public infrastructure and human capital such as education, skills and health.	Roads, communications and institutions can complement private production; human capital raises workers’ productive capabilities. The chapter treats growth as broader than merely purchasing machines.	Human capital is productive knowledge/skills embodied in people, not the same thing as financial wealth.	1	capital,human-capital,public-capital
ch10-018	10	Productivity	recall	What is total factor productivity (TFP), represented by A in Cobb-Douglas?	The efficiency with which measured capital and labour are transformed into output.	A rises with better technology, organisation, knowledge, institutions and other efficiency improvements not captured simply by quantities of K and L. It is central to sustained long-run growth.	TFP is not a directly observed physical input; growth accounting commonly measures its growth as a residual.	2	TFP,productivity,growth
ch10-019	10	Technology and ideas	recall	Why are technological ideas especially important for sustained growth?	Ideas can improve productivity repeatedly and are often non-rival: one person’s use of knowledge need not prevent others using it.	Unlike a machine, a formula or design can potentially be replicated at low marginal cost, creating increasing social returns to innovation and knowledge diffusion.	Non-rival does not necessarily mean non-excludable; patents, secrecy and licensing can restrict access.	2	technology,ideas,growth
ch10-020	10	Public-good properties	contrast	What do non-rival and non-excludable mean?	Non-rival: one person’s use does not materially reduce availability to others. Non-excludable: it is difficult/costly to prevent non-payers from using it.	Pure public goods have both properties. Knowledge is often highly non-rival but can be made partly excludable through intellectual-property rights or secrecy.	Do not treat the two properties as synonyms.	1	public-good,definition
ch10-021	10	Innovation incentives	recall	What tension does intellectual-property protection address in the growth context?	It trades off incentives to create costly new ideas against broad diffusion/use of ideas once created.	Temporary exclusivity can let innovators recover research costs, while overly strong protection can slow imitation and follow-on innovation. The socially efficient balance is not necessarily zero or infinite protection.	Because knowledge is non-rival, the marginal social cost of another user can be very low even when invention was expensive.	3	technology,intellectual-property
ch10-022	10	Institutions and property rights	recall	Why can secure property rights and effective institutions raise long-run growth?	They improve incentives to invest, innovate, contract and allocate resources by making returns more predictable and reducing expropriation/transaction costs.	Even high-return technologies may not be adopted if firms expect assets to be seized or contracts unenforced. Institutions therefore influence both capital accumulation and productivity.	Institutions are not merely an accounting input like K; they affect incentives and efficiency throughout the economy.	2	institutions,property-rights,growth
ch10-023	10	Social capital	recall	What is social capital in a growth context?	Trust, norms and networks that make cooperation, exchange and institutions work more effectively.	Greater trust can lower contracting and monitoring costs and facilitate investment/knowledge sharing. It is difficult to measure but can help explain productivity differences not captured by physical inputs.	Social capital here does not mean the dollar value of social-media companies.	2	social-capital,institutions
ch10-024	10	Natural capital	recall	How can natural capital matter for economic growth and welfare?	Natural resources and environmental systems provide productive inputs and services; depletion or degradation can raise measured output today while reducing future productive/welfare capacity.	A growth strategy that ignores resource sustainability can overstate durable gains. The textbook includes natural capital among broader determinants of productive capacity.	GDP records current production flows and does not automatically subtract every loss of natural wealth.	2	natural-capital,growth,welfare
ch10-025	10	Growth accounting	formula	What is the Cobb-Douglas growth-accounting decomposition?	g_Y ≈ g_A + αg_K + (1-α)g_L.	Output growth is decomposed into TFP growth plus input growth weighted by their output elasticities/income shares. The residual after accounting for K and L is measured productivity growth.	Do not simply add raw K and L growth rates without applying the α and 1-α weights.	2	growth-accounting,formula
ch10-026	10	Growth accounting	calculation	If output grows 3.5%, K grows 2%, L grows 2%, and α=0.25, what is TFP growth?	1.5%.	Weighted input growth is 0.25(2%)+0.75(2%)=2%. Therefore g_A=3.5%-2%=1.5%. This matches the tutorial’s worked style.	When K and L grow at the same rate, their weights sum to one, so their combined contribution equals that common rate.	1	growth-accounting,calculation
ch10-027	10	Growth accounting	calculation	If α=0.3, K grows 5%, L grows 1% and TFP grows 2%, what is predicted output growth?	2% + 0.3(5%) + 0.7(1%) = 4.2%.	Capital contributes 1.5 percentage points, labour 0.7 and TFP 2, summing to 4.2.	These are percentage-point contributions to output growth, not shares of the final 4.2 that need renormalising.	2	growth-accounting,calculation
ch10-028	10	Labour productivity	formula	How can real GDP per capita be decomposed into labour productivity and employment intensity?	Y/Population = (Y/L) × (L/Population).	Average living-standard output rises if output per worker rises or if a larger share of the population works, holding the other factor fixed. Long-run sustained gains are especially tied to productivity.	A rise in employment/population can raise GDP per capita without increasing output per worker.	3	GDP-per-capita,labour-productivity,formula
ch10-029	10	Catch-up versus frontier growth	contrast	Why can a capital-poor country grow rapidly without inventing frontier technology, while a rich frontier economy depends more on innovation?	The poorer country can earn high returns from capital deepening and adopt existing technologies; a frontier economy has less easy imitation/catch-up available and faces stronger diminishing returns to further capital accumulation.	Convergence is therefore partly a transitional process, while sustained global-frontier growth requires continued productivity/idea creation.	Catch-up growth still needs institutions, skills and access that allow technology adoption.	3	convergence,technology,capital
ch10-030	10	Growth policy	scenario	Which policy is more likely to raise the long-run level of output but face diminishing returns if used alone: permanently subsidising physical capital accumulation or permanently improving productivity growth?	Physical-capital accumulation alone mainly raises the level/transitional growth and faces diminishing returns; sustained productivity growth can support ongoing per-capita growth.	This distinction is central to Chapter 10. A one-off productivity-level improvement also mainly raises the level, whereas continued technological progress sustains a growth rate.	Be precise about “level of A” versus “growth rate of A”; only ongoing productivity improvement sustains ongoing productivity growth.	3	growth-policy,capital,TFP
mix-001	0	GDP classification	mcq	Which transaction definitely adds to Australian GDP this year?	A business buys a newly produced machine made in Australia.	The machine is current domestic production and is counted as investment. A used asset sale is not current production; a share purchase is a financial transaction; a transfer payment is not government production expenditure.	MCQs often offer four things involving “spending”; only spending on newly produced domestic final goods/services counts directly.	1	mixed,mcq,GDP
mix-002	0	Nominal versus real	mcq	Nominal GDP rises 8% while the GDP deflator rises 5%. Approximately what happened to real GDP?	It rose about 3%.	For moderate rates, nominal growth ≈ real growth + inflation. More exactly, real growth is roughly 1.08/1.05-1≈2.86%.	Do not subtract price-level indexes themselves; compare their growth rates.	2	mixed,mcq,nominal-real
mix-003	0	Labour statistics	mcq	A person wants a job and would accept one, but stopped actively searching because they believe none are available. In the standard labour-force statistics they are:	Not in the labour force (a discouraged worker).	Unemployment requires being without work, available, and actively seeking work under the statistical definition. Discouraged workers can therefore make the measured unemployment rate understate labour-market weakness.	Everyday-language “unemployed” is broader than the measured statistical category.	1	mixed,mcq,unemployment
mix-004	0	Okun law	mcq	If unemployment is 2 percentage points above the natural rate and Okun’s coefficient β=2, what output gap does the simple relation predict?	About -4%.	Using output gap = -β(u-u*), the unemployment gap is +2 points, so output is about 4% below potential.	The minus sign is the trap: above-natural unemployment corresponds to below-potential output.	1	mixed,mcq,Okun
